ssyk96_4,year,daioe_allapps,daioe_stratgames,daioe_videogames,daioe_imgrec,daioe_imgcompr,daioe_imggen,daioe_readcompr,daioe_lngmod,daioe_translat,daioe_speechrec,daioe_genai,pctl_rank_allapps,pctl_rank_stratgames,pctl_rank_videogames,pctl_rank_imgrec,pctl_rank_imgcompr,pctl_rank_imggen,pctl_rank_readcompr,pctl_rank_lngmod,pctl_rank_translat,pctl_rank_speechrec,pctl_rank_genai,ssyk96_1,ssyk96_2,ssyk96_3
"2442 Sociologists, archaeologists and related professionals",2011,0.5294215679168701,0.189569890499115,,0.038462135940790176,,,,,,0.01132918056100607,,91.62000274658203,88.20999908447266,,91.62000274658203,,,,,,97.58999633789062,,2 Professionals,24 Other professionals,244 Social science and linguistics professionals (except social work professionals)
"2442 Sociologists, archaeologists and related professionals",2012,0.811631977558136,0.20491433143615723,,0.09888772666454315,,,,0.0007709763594903052,,0.029369566589593887,0.0007709763594903052,91.9000015258789,88.48999786376953,,91.33999633789062,,,,98.72000122070312,,97.30000305175781,98.72000122070312,2 Professionals,24 Other professionals,244 Social science and linguistics professionals (except social work professionals)
"2442 Sociologists, archaeologists and related professionals",2013,3.3402254581451416,0.22025878727436066,1.193254828453064,0.1402306705713272,,,,0.002154760994017124,,0.04740995168685913,0.002154760994017124,57.529998779296875,88.20999908447266,15.199999809265137,91.62000274658203,,,,98.44000244140625,,97.58999633789062,98.44000244140625,2 Professionals,24 Other professionals,244 Social science and linguistics professionals (except social work professionals)
"2442 Sociologists, archaeologists and related professionals",2014,5.54610538482666,0.2356032282114029,1.903444766998291,0.18335480988025665,,,0.004811780992895365,0.018675100058317184,,0.06048508733510971,0.018675100058317184,61.790000915527344,88.48999786376953,15.199999809265137,91.33999633789062,,,98.1500015258789,98.72000122070312,,97.30000305175781,98.72000122070312,2 Professionals,24 Other professionals,244 Social science and linguistics professionals (except social work professionals)
"2442 Sociologists, archaeologists and related professionals",2015,10.126126289367676,0.2523230314254761,2.6136345863342285,0.23190394043922424,,0.035324182361364365,0.008085677400231361,0.033816609531641006,0.004935807548463345,0.322635680437088,0.11521521955728531,87.06999969482422,88.48999786376953,15.199999809265137,91.33999633789062,,94.45999908447266,98.1500015258789,98.44000244140625,99.01000213623047,97.30000305175781,97.58999633789062,2 Professionals,24 Other professionals,244 Social science and linguistics professionals (except social work professionals)
"2442 Sociologists, archaeologists and related professionals",2016,16.738489151000977,0.31325778365135193,2.8153462409973145,0.23701651394367218,0.06457211822271347,0.4575130343437195,0.21173517405986786,0.0562095046043396,0.013985146768391132,0.36540207266807556,0.7535050511360168,90.4800033569336,88.20999908447266,15.479999542236328,91.33999633789062,96.7300033569336,94.45999908447266,98.44000244140625,98.72000122070312,99.01000213623047,97.58999633789062,96.44999694824219,2 Professionals,24 Other professionals,244 Social science and linguistics professionals (except social work professionals)
"2442 Sociologists, archaeologists and related professionals",2017,17.459012985229492,0.3153413236141205,2.8335540294647217,0.2639356553554535,0.08908955752849579,0.4575779139995575,0.21752144396305084,0.060167450457811356,0.020195340737700462,0.3804662227630615,0.7585374116897583,90.7699966430664,88.48999786376953,15.199999809265137,91.62000274658203,96.44999694824219,94.18000030517578,98.44000244140625,98.44000244140625,98.72000122070312,97.30000305175781,96.44999694824219,2 Professionals,24 Other professionals,244 Social science and linguistics professionals (except social work professionals)
"2442 Sociologists, archaeologists and related professionals",2018,20.522911071777344,0.3155159652233124,3.2462477684020996,0.2795719504356384,0.08913536369800568,0.5410556793212891,0.22864365577697754,0.1428425908088684,0.02796132303774357,0.41853588819503784,1.0901957750320435,91.62000274658203,88.48999786376953,15.199999809265137,91.62000274658203,96.44999694824219,94.18000030517578,98.44000244140625,98.44000244140625,98.72000122070312,97.30000305175781,96.7300033569336,2 Professionals,24 Other professionals,244 Social science and linguistics professionals (except social work professionals)
"2442 Sociologists, archaeologists and related professionals",2019,26.905553817749023,0.31560757756233215,4.082589626312256,0.36733898520469666,0.0961882621049881,0.6034741401672363,0.3079262375831604,0.2047405242919922,0.054088592529296875,0.49886229634284973,1.3383444547653198,91.9000015258789,88.48999786376953,15.199999809265137,91.33999633789062,96.44999694824219,94.45999908447266,98.44000244140625,98.72000122070312,99.01000213623047,97.30000305175781,96.7300033569336,2 Professionals,24 Other professionals,244 Social science and linguistics professionals (except social work professionals)
"2442 Sociologists, archaeologists and related professionals",2020,30.406343460083008,0.3156518042087555,4.10824728012085,0.44894343614578247,0.11426505446434021,0.7251227498054504,0.31212419271469116,0.5035103559494019,0.05977625399827957,0.5616560578346252,2.13856840133667,93.04000091552734,88.20999908447266,15.199999809265137,91.62000274658203,96.44999694824219,94.18000030517578,98.1500015258789,98.44000244140625,99.01000213623047,97.30000305175781,97.0199966430664,2 Professionals,24 Other professionals,244 Social science and linguistics professionals (except social work professionals)
"2442 Sociologists, archaeologists and related professionals",2021,33.5985221862793,0.3157529830932617,4.112159729003906,0.5308152437210083,0.20225569605827332,0.9330669641494751,0.3296779692173004,0.6043922305107117,0.06230030581355095,0.5928736925125122,2.73594331741333,93.88999938964844,88.20999908447266,15.479999542236328,91.33999633789062,96.7300033569336,94.18000030517578,98.44000244140625,98.72000122070312,99.01000213623047,97.30000305175781,97.0199966430664,2 Professionals,24 Other professionals,244 Social science and linguistics professionals (except social work professionals)
"2442 Sociologists, archaeologists and related professionals",2022,37.10088348388672,0.3157530725002289,4.124178409576416,0.5484762191772461,0.23064912855625153,0.975602388381958,0.3909492492675781,1.1845310926437378,0.06352286040782928,0.6375323534011841,3.671571731567383,94.45999908447266,88.48999786376953,15.479999542236328,91.33999633789062,96.7300033569336,94.45999908447266,98.44000244140625,98.44000244140625,98.72000122070312,97.30000305175781,98.1500015258789,2 Professionals,24 Other professionals,244 Social science and linguistics professionals (except social work professionals)
"2442 Sociologists, archaeologists and related professionals",2023,42.22297668457031,0.31575316190719604,4.127333164215088,0.5519892573356628,0.3143748641014099,0.9799056649208069,0.6397867202758789,1.5357593297958374,0.06423415243625641,1.0939464569091797,4.104555606842041,94.73999786376953,88.48999786376953,15.199999809265137,91.33999633789062,96.7300033569336,94.18000030517578,98.1500015258789,98.44000244140625,99.01000213623047,97.30000305175781,97.87000274658203,2 Professionals,24 Other professionals,244 Social science and linguistics professionals (except social work professionals)
"2443 Philosophers, historians and political scientists",2010,0.3173231780529022,0.09526065737009048,,0.03230368718504906,,,,,,0.005664590280503035,,91.33999633789062,88.20999908447266,,91.62000274658203,,,,,,97.30000305175781,,2 Professionals,24 Other professionals,244 Social science and linguistics professionals (except social work professionals)
"2443 Philosophers, historians and political scientists",2011,0.5294215679168701,0.189569890499115,,0.038462135940790176,,,,,,0.01132918056100607,,91.33999633789062,88.48999786376953,,91.33999633789062,,,,,,97.30000305175781,,2 Professionals,24 Other professionals,244 Social science and linguistics professionals (except social work professionals)
"2443 Philosophers, historians and political scientists",2012,0.811631977558136,0.20491433143615723,,0.09888772666454315,,,,0.0007709763594903052,,0.029369566589593887,0.0007709763594903052,92.19000244140625,88.20999908447266,,91.62000274658203,,,,98.44000244140625,,97.58999633789062,98.44000244140625,2 Professionals,24 Other professionals,244 Social science and linguistics professionals (except social work professionals)
"2443 Philosophers, historians and political scientists",2013,3.3402254581451416,0.22025878727436066,1.193254828453064,0.1402306705713272,,,,0.002154760994017124,,0.04740995168685913,0.002154760994017124,57.810001373291016,88.48999786376953,15.479999542236328,91.33999633789062,,,,98.72000122070312,,97.30000305175781,98.72000122070312,2 Professionals,24 Other professionals,244 Social science and linguistics professionals (except social work professionals)
"2443 Philosophers, historians and political scientists",2014,5.54610538482666,0.2356032282114029,1.903444766998291,0.18335480988025665,,,0.004811780992895365,0.018675100058317184,,0.06048508733510971,0.018675100058317184,61.5099983215332,88.20999908447266,15.479999542236328,91.62000274658203,,,98.44000244140625,98.44000244140625,,97.58999633789062,98.44000244140625,2 Professionals,24 Other professionals,244 Social science and linguistics professionals (except social work professionals)
"2443 Philosophers, historians and political scientists",2015,10.126126289367676,0.2523230314254761,2.6136345863342285,0.23190394043922424,,0.035324182361364365,0.008085677400231361,0.033816609531641006,0.004935807548463345,0.322635680437088,0.11521521955728531,86.79000091552734,88.20999908447266,15.479999542236328,91.62000274658203,,94.18000030517578,98.44000244140625,98.72000122070312,98.72000122070312,97.58999633789062,97.87000274658203,2 Professionals,24 Other professionals,244 Social science and linguistics professionals (except social work professionals)
"2443 Philosophers, historians and political scientists",2016,16.738489151000977,0.31325778365135193,2.8153462409973145,0.23701651394367218,0.06457211822271347,0.4575130343437195,0.21173517405986786,0.0562095046043396,0.013985146768391132,0.36540207266807556,0.7535050511360168,90.19999694824219,88.48999786376953,15.199999809265137,91.62000274658203,96.44999694824219,94.18000030517578,98.1500015258789,98.44000244140625,98.72000122070312,97.30000305175781,96.16000366210938,2 Professionals,24 Other professionals,244 Social science and linguistics professionals (except social work professionals)
"2443 Philosophers, historians and political scientists",2017,17.459012985229492,0.3153413236141205,2.8335540294647217,0.2639356553554535,0.08908955752849579,0.4575779139995575,0.21752144396305084,0.060167450457811356,0.020195340737700462,0.3804662227630615,0.7585374116897583,91.05000305175781,88.20999908447266,15.479999542236328,91.33999633789062,96.7300033569336,94.45999908447266,98.1500015258789,98.72000122070312,99.01000213623047,97.58999633789062,96.16000366210938,2 Professionals,24 Other professionals,244 Social science and linguistics professionals (except social work professionals)
"2443 Philosophers, historians and political scientists",2018,20.522911071777344,0.3155159652233124,3.2462477684020996,0.2795719504356384,0.08913536369800568,0.5410556793212891,0.22864365577697754,0.1428425908088684,0.02796132303774357,0.41853588819503784,1.0901957750320435,91.33999633789062,88.20999908447266,15.479999542236328,91.33999633789062,96.7300033569336,94.45999908447266,98.1500015258789,98.72000122070312,99.01000213623047,97.58999633789062,96.44999694824219,2 Professionals,24 Other professionals,244 Social science and linguistics professionals (except social work professionals)
"2443 Philosophers, historians and political scientists",2019,26.905553817749023,0.31560757756233215,4.082589626312256,0.36733898520469666,0.0961882621049881,0.6034741401672363,0.3079262375831604,0.2047405242919922,0.054088592529296875,0.49886229634284973,1.3383444547653198,92.19000244140625,88.20999908447266,15.479999542236328,91.62000274658203,96.7300033569336,94.18000030517578,98.1500015258789,98.44000244140625,98.72000122070312,97.58999633789062,97.0199966430664,2 Professionals,24 Other professionals,244 Social science and linguistics professionals (except social work professionals)
"2443 Philosophers, historians and political scientists",2020,30.406343460083008,0.3156518042087555,4.10824728012085,0.44894343614578247,0.11426505446434021,0.7251227498054504,0.31212419271469116,0.5035103559494019,0.05977625399827957,0.5616560578346252,2.13856840133667,93.31999969482422,88.48999786376953,15.479999542236328,91.33999633789062,96.7300033569336,94.45999908447266,98.44000244140625,98.72000122070312,98.72000122070312,97.58999633789062,97.30000305175781,2 Professionals,24 Other professionals,244 Social science and linguistics professionals (except social work professionals)
"2443 Philosophers, historians and political scientists",2021,33.5985221862793,0.3157529830932617,4.112159729003906,0.5308152437210083,0.20225569605827332,0.9330669641494751,0.3296779692173004,0.6043922305107117,0.06230030581355095,0.5928736925125122,2.73594331741333,93.61000061035156,88.48999786376953,15.199999809265137,91.62000274658203,96.44999694824219,94.45999908447266,98.1500015258789,98.44000244140625,98.72000122070312,97.58999633789062,97.30000305175781,2 Professionals,24 Other professionals,244 Social science and linguistics professionals (except social work professionals)
"2443 Philosophers, historians and political scientists",2022,37.10088348388672,0.3157530725002289,4.124178409576416,0.5484762191772461,0.23064912855625153,0.975602388381958,0.3909492492675781,1.1845310926437378,0.06352286040782928,0.6375323534011841,3.671571731567383,94.73999786376953,88.20999908447266,15.199999809265137,91.62000274658203,96.44999694824219,94.18000030517578,98.1500015258789,98.72000122070312,99.01000213623047,97.58999633789062,97.87000274658203,2 Professionals,24 Other professionals,244 Social science and linguistics professionals (except social work professionals)
"2443 Philosophers, historians and political scientists",2023,42.22297668457031,0.31575316190719604,4.127333164215088,0.5519892573356628,0.3143748641014099,0.9799056649208069,0.6397867202758789,1.5357593297958374,0.06423415243625641,1.0939464569091797,4.104555606842041,94.45999908447266,88.20999908447266,15.479999542236328,91.62000274658203,96.44999694824219,94.45999908447266,98.44000244140625,98.72000122070312,98.72000122070312,97.58999633789062,98.1500015258789,2 Professionals,24 Other professionals,244 Social science and linguistics professionals (except social work professionals)
"2444 Philologists, translators and interpreters",2010,0.3057774603366852,0.09232792258262634,,0.03027944639325142,,,,,,0.005754854530096054,,88.48999786376953,85.08999633789062,,86.79000091552734,,,,,,98.72000122070312,,2 Professionals,24 Other professionals,244 Social science and linguistics professionals (except social work professionals)
"2444 Philologists, translators and interpreters",2011,0.5113934874534607,0.18373370170593262,,0.03605198860168457,,,,,,0.011509709060192108,,88.77999877929688,85.08999633789062,,86.79000091552734,,,,,,98.72000122070312,,2 Professionals,24 Other professionals,244 Social science and linguistics professionals (except social work professionals)
"2444 Philologists, translators and interpreters",2012,0.7812222838401794,0.1986057460308075,,0.09269113838672638,,,,0.0006389577756635845,,0.02983756735920906,0.0006389577756635845,89.3499984741211,85.08999633789062,,86.79000091552734,,,,89.05999755859375,,98.72000122070312,89.05999755859375,2 Professionals,24 Other professionals,244 Social science and linguistics professionals (except social work professionals)
"2444 Philologists, translators and interpreters",2013,3.3786377906799316,0.21347780525684357,1.264983892440796,0.13144342601299286,,,,0.0017857893835753202,,0.04816542565822601,0.0017857893835753202,62.63999938964844,85.08999633789062,25.43000030517578,86.79000091552734,,,,89.05999755859375,,98.72000122070312,89.05999755859375,2 Professionals,24 Other professionals,244 Social science and linguistics professionals (except social work professionals)
"2444 Philologists, translators and interpreters",2014,5.578001499176025,0.22834984958171844,2.01786470413208,0.1718652844429016,,,0.0037354181986302137,0.015477257780730724,,0.06144891306757927,0.015477257780730724,64.05999755859375,85.08999633789062,25.43000030517578,86.79000091552734,,,85.94000244140625,89.05999755859375,,98.72000122070312,89.05999755859375,2 Professionals,24 Other professionals,244 Social science and linguistics professionals (except social work professionals)
"2444 Philologists, translators and interpreters",2015,10.121757507324219,0.24455489218235016,2.7707455158233643,0.21737217903137207,,0.03363075479865074,0.006276966072618961,0.028026001527905464,0.004262312315404415,0.32777681946754456,0.10258439928293228,86.51000213623047,85.08999633789062,25.43000030517578,86.79000091552734,,91.62000274658203,85.94000244140625,89.05999755859375,94.45999908447266,98.72000122070312,89.91000366210938,2 Professionals,24 Other professionals,244 Social science and linguistics professionals (except social work professionals)
"2444 Philologists, translators and interpreters",2016,16.253713607788086,0.30361369252204895,2.9845824241638184,0.22216437757015228,0.05790217965841293,0.43557995557785034,0.16437143087387085,0.04658443480730057,0.01207685936242342,0.37122470140457153,0.6951618194580078,89.05999755859375,85.08999633789062,25.43000030517578,86.79000091552734,86.79000091552734,91.62000274658203,85.94000244140625,89.05999755859375,94.45999908447266,98.72000122070312,91.05000305175781,2 Professionals,24 Other professionals,244 Social science and linguistics professionals (except social work professionals)
"2444 Philologists, translators and interpreters",2017,16.92417335510254,0.3056330978870392,3.003884792327881,0.24739667773246765,0.07988710701465607,0.43564173579216003,0.16886335611343384,0.04986463859677315,0.017439667135477066,0.3865289092063904,0.6994005441665649,89.05999755859375,85.08999633789062,25.43000030517578,86.79000091552734,86.79000091552734,91.62000274658203,85.94000244140625,89.05999755859375,94.45999908447266,98.72000122070312,91.05000305175781,2 Professionals,24 Other professionals,244 Social science and linguistics professionals (except social work professionals)
"2444 Philologists, translators and interpreters",2018,19.863866806030273,0.3058023452758789,3.4413864612579346,0.26205316185951233,0.07992818206548691,0.5151175856590271,0.17749761044979095,0.11838284879922867,0.024145973846316338,0.42520520091056824,0.9944121241569519,89.05999755859375,85.08999633789062,25.43000030517578,86.79000091552734,86.79000091552734,91.62000274658203,85.94000244140625,89.05999755859375,94.45999908447266,98.72000122070312,91.62000274658203,2 Professionals,24 Other professionals,244 Social science and linguistics professionals (except social work professionals)
"2444 Philologists, translators and interpreters",2019,25.956157684326172,0.30589112639427185,4.328002452850342,0.34432047605514526,0.08625255525112152,0.5745437145233154,0.23904521763324738,0.16968165338039398,0.04670815169811249,0.5068116188049316,1.2151365280151367,89.05999755859375,85.08999633789062,25.43000030517578,86.79000091552734,86.79000091552734,91.62000274658203,85.94000244140625,89.05999755859375,94.45999908447266,98.72000122070312,91.62000274658203,2 Professionals,24 Other professionals,244 Social science and linguistics professionals (except social work professionals)
"2444 Philologists, translators and interpreters",2020,29.15961265563965,0.30593401193618774,4.355202674865723,0.42081135511398315,0.10246212035417557,0.6903605461120605,0.24230413138866425,0.41729143261909485,0.051619723439216614,0.5706059336662292,1.9159421920776367,88.77999877929688,85.08999633789062,25.43000030517578,86.79000091552734,86.79000091552734,91.62000274658203,85.94000244140625,89.05999755859375,94.45999908447266,98.72000122070312,90.7699966430664,2 Professionals,24 Other professionals,244 Social science and linguistics professionals (except social work professionals)
"2444 Philologists, translators and interpreters",2021,32.066749572753906,0.30603206157684326,4.359350204467773,0.4975528419017792,0.18136382102966309,0.8883359432220459,0.25593122839927673,0.5008987784385681,0.05379936844110489,0.6023210287094116,2.453841209411621,88.77999877929688,85.08999633789062,25.43000030517578,86.79000091552734,86.79000091552734,91.62000274658203,85.94000244140625,89.05999755859375,94.45999908447266,98.72000122070312,90.7699966430664,2 Professionals,24 Other professionals,244 Social science and linguistics professionals (except social work professionals)
"2444 Philologists, translators and interpreters",2022,35.15471649169922,0.3060321509838104,4.372091293334961,0.5141071081161499,0.2068243771791458,0.9288322329521179,0.3034965395927429,0.9816973209381104,0.0548551045358181,0.6476913690567017,3.25313138961792,89.91000366210938,85.08999633789062,25.43000030517578,86.79000091552734,86.79000091552734,91.62000274658203,85.94000244140625,89.05999755859375,94.45999908447266,98.72000122070312,89.91000366210938,2 Professionals,24 Other professionals,244 Social science and linguistics professionals (except social work professionals)
"2444 Philologists, translators and interpreters",2023,39.7089729309082,0.3060322403907776,4.375435829162598,0.5174000263214111,0.2819017171859741,0.9329292178153992,0.49667075276374817,1.272782802581787,0.0554693378508091,1.1113783121109009,3.6171140670776367,90.19999694824219,85.08999633789062,25.43000030517578,86.79000091552734,86.79000091552734,91.62000274658203,85.94000244140625,89.05999755859375,94.45999908447266,98.72000122070312,89.62999725341797,2 Professionals,24 Other professionals,244 Social science and linguistics professionals (except social work professionals)
"2451 Authors, journalists and related professionals",2010,0.30855923891067505,0.093749038875103,,0.03226270526647568,,,,,,0.004888036288321018,,89.05999755859375,86.79000091552734,,91.05000305175781,,,,,,89.91000366210938,,2 Professionals,24 Other professionals,245 Writers and creative or performing artists
"2451 Authors, journalists and related professionals",2011,0.5135809183120728,0.1865617334842682,,0.03841334208846092,,,,,,0.009776072576642036,,89.05999755859375,86.79000091552734,,91.05000305175781,,,,,,89.91000366210938,,2 Professionals,24 Other professionals,245 Writers and creative or performing artists
"2451 Authors, journalists and related professionals",2012,0.7828525304794312,0.20166270434856415,,0.09876227378845215,,,,0.000675664865411818,,0.025343317538499832,0.000675664865411818,90.19999694824219,86.79000091552734,,91.05000305175781,,,,92.19000244140625,,89.91000366210938,92.19000244140625,2 Professionals,24 Other professionals,245 Writers and creative or performing artists
"2451 Authors, journalists and related professionals",2013,3.3758182525634766,0.2167636603116989,1.2662146091461182,0.14005276560783386,,,,0.001888380036689341,,0.04091056436300278,0.001888380036689341,62.36000061035156,86.79000091552734,25.709999084472656,91.05000305175781,,,,92.19000244140625,,89.91000366210938,92.19000244140625,2 Professionals,24 Other professionals,245 Writers and creative or performing artists
"2451 Authors, journalists and related professionals",2014,5.592674732208252,0.23186463117599487,2.0198278427124023,0.1831222027540207,,,0.004196973983198404,0.016366401687264442,,0.05219323933124542,0.016366401687264442,64.91000366210938,86.79000091552734,25.709999084472656,91.05000305175781,,,91.9000015258789,92.19000244140625,,89.91000366210938,92.19000244140625,2 Professionals,24 Other professionals,245 Writers and creative or performing artists
"2451 Authors, journalists and related professionals",2015,10.061029434204102,0.2483190894126892,2.7734413146972656,0.23160973191261292,,0.03639557957649231,0.0070525603368878365,0.02963605523109436,0.004144797567278147,0.2784058153629303,0.10988567024469376,84.80000305175781,86.79000091552734,25.709999084472656,91.05000305175781,,95.02999877929688,91.9000015258789,92.19000244140625,93.31999969482422,89.91000366210938,94.45999908447266,2 Professionals,24 Other professionals,245 Writers and creative or performing artists
"2451 Authors, journalists and related professionals",2016,16.44304084777832,0.3082869350910187,2.9874863624572754,0.23671582341194153,0.06212140992283821,0.4713895618915558,0.18468151986598969,0.049260642379522324,0.011743893846869469,0.31530940532684326,0.7488772869110107,89.62999725341797,86.79000091552734,25.709999084472656,91.05000305175781,92.76000213623047,95.02999877929688,91.9000015258789,92.19000244140625,93.31999969482422,89.91000366210938,95.02999877929688,2 Professionals,24 Other professionals,245 Writers and creative or performing artists
"2451 Authors, journalists and related professionals",2017,17.124357223510742,0.3103374242782593,3.006807327270508,0.26360079646110535,0.08570834249258041,0.4714564085006714,0.1897284835577011,0.0527292899787426,0.016958845779299736,0.32830843329429626,0.7533736824989319,89.62999725341797,86.79000091552734,25.709999084472656,91.05000305175781,92.76000213623047,95.02999877929688,91.9000015258789,92.19000244140625,93.31999969482422,89.91000366210938,95.02999877929688,2 Professionals,24 Other professionals,245 Writers and creative or performing artists
"2451 Authors, journalists and related professionals",2018,20.109041213989258,0.31050926446914673,3.444734811782837,0.27921727299690247,0.08575240522623062,0.5574660897254944,0.19942960143089294,0.12518377602100372,0.023480255156755447,0.36115914583206177,1.0693672895431519,89.62999725341797,86.79000091552734,25.709999084472656,91.05000305175781,92.76000213623047,95.02999877929688,91.9000015258789,92.19000244140625,93.31999969482422,89.91000366210938,95.02999877929688,2 Professionals,24 Other professionals,245 Writers and creative or performing artists
"2451 Authors, journalists and related professionals",2019,26.30069351196289,0.3105994462966919,4.332213401794434,0.36687296628952026,0.09253762662410736,0.6217777132987976,0.26858213543891907,0.17942962050437927,0.04542037472128868,0.4304736852645874,1.3057894706726074,89.62999725341797,86.79000091552734,25.709999084472656,91.05000305175781,92.76000213623047,95.02999877929688,91.9000015258789,92.19000244140625,93.31999969482422,89.91000366210938,95.02999877929688,2 Professionals,24 Other professionals,245 Writers and creative or performing artists
"2451 Authors, journalists and related professionals",2020,29.59651756286621,0.31064295768737793,4.359440326690674,0.4483738839626312,0.10992834717035294,0.747115969657898,0.2722437381744385,0.44126421213150024,0.050196535885334015,0.4846590757369995,2.054464340209961,89.91000366210938,86.79000091552734,25.709999084472656,91.05000305175781,92.76000213623047,95.02999877929688,91.9000015258789,92.19000244140625,93.31999969482422,89.91000366210938,94.45999908447266,2 Professionals,24 Other professionals,245 Writers and creative or performing artists
"2451 Authors, journalists and related professionals",2021,32.63813018798828,0.3107425272464752,4.36359167098999,0.5301418304443359,0.19457949697971344,0.9613672494888306,0.28755462169647217,0.5296746492385864,0.0523160845041275,0.5115971565246582,2.6317694187164307,91.33999633789062,86.79000091552734,25.709999084472656,91.05000305175781,92.76000213623047,95.02999877929688,91.9000015258789,92.19000244140625,93.31999969482422,89.91000366210938,94.45999908447266,2 Professionals,24 Other professionals,245 Writers and creative or performing artists
"2451 Authors, journalists and related professionals",2022,35.84929275512695,0.3107426166534424,4.376345157623291,0.5477803945541382,0.22189530730247498,1.005192756652832,0.34099721908569336,1.0380942821502686,0.05334271490573883,0.5501335859298706,3.481886863708496,91.33999633789062,86.79000091552734,25.709999084472656,91.05000305175781,92.76000213623047,95.02999877929688,91.9000015258789,92.19000244140625,93.31999969482422,89.91000366210938,94.45999908447266,2 Professionals,24 Other professionals,245 Writers and creative or performing artists
"2451 Authors, journalists and related professionals",2023,40.42586898803711,0.31074273586273193,4.379692554473877,0.5512889623641968,0.30244341492652893,1.0096265077590942,0.55804044008255,1.3459022045135498,0.05394001305103302,0.9439782500267029,3.8678481578826904,91.9000015258789,86.79000091552734,25.709999084472656,91.05000305175781,92.76000213623047,95.02999877929688,91.9000015258789,92.19000244140625,93.31999969482422,89.91000366210938,94.45999908447266,2 Professionals,24 Other professionals,245 Writers and creative or performing artists
"2452 Sculptors, painters and related artists",2010,0.23985832929611206,0.07976632565259933,,0.02457359991967678,,,,,,0.002599793253466487,,51.279998779296875,54.689998626708984,,54.119998931884766,,,,,,29.690000534057617,,2 Professionals,24 Other professionals,245 Writers and creative or performing artists
"2452 Sculptors, painters and related artists",2011,0.39994537830352783,0.1587359756231308,,0.02925836853682995,,,,,,0.005199586506932974,,50.43000030517578,54.689998626708984,,54.119998931884766,,,,,,29.690000534057617,,2 Professionals,24 Other professionals,245 Writers and creative or performing artists
"2452 Sculptors, painters and related artists",2012,0.5900217890739441,0.1715846210718155,,0.07522445917129517,,,,0.00031866179779171944,,0.013479316607117653,0.00031866179779171944,48.720001220703125,54.970001220703125,,54.119998931884766,,,,36.5099983215332,,29.690000534057617,36.5099983215332,2 Professionals,24 Other professionals,245 Writers and creative or performing artists
"2452 Sculptors, painters and related artists",2013,3.5146079063415527,0.18443326652050018,1.707400918006897,0.10667427629232407,,,,0.0008906110306270421,,0.021759048104286194,0.0008906110306270421,78.83999633789062,54.689998626708984,84.5199966430664,54.400001525878906,,,,36.5099983215332,,29.690000534057617,36.5099983215332,2 Professionals,24 Other professionals,245 Writers and creative or performing artists
"2452 Sculptors, painters and related artists",2014,5.775970935821533,0.19728191196918488,2.723595142364502,0.13947905600070953,,,0.0019418734591454268,0.007718836888670921,,0.02775995060801506,0.007718836888670921,78.2699966430664,54.689998626708984,84.80000305175781,54.119998931884766,,,37.06999969482422,36.5099983215332,,29.690000534057617,36.220001220703125,2 Professionals,24 Other professionals,245 Writers and creative or performing artists
"2452 Sculptors, painters and related artists",2015,9.679383277893066,0.21128219366073608,3.7397894859313965,0.17641066014766693,,0.024741092696785927,0.0032631084322929382,0.013977162539958954,0.0019103786908090115,0.14807534217834473,0.06338035315275192,74.29000091552734,54.970001220703125,84.80000305175781,54.400001525878906,,59.22999954223633,36.790000915527344,36.5099983215332,32.529998779296875,29.690000534057617,48.439998626708984,2 Professionals,24 Other professionals,245 Writers and creative or performing artists
"2452 Sculptors, painters and related artists",2016,14.302647590637207,0.2623057961463928,4.028414249420166,0.1802998185157776,0.04239305108785629,0.3204425275325775,0.08544921875,0.02323264814913273,0.005412878002971411,0.16770319640636444,0.47202277183532715,65.19999694824219,54.970001220703125,84.5199966430664,54.119998931884766,49.290000915527344,59.22999954223633,36.790000915527344,36.5099983215332,32.529998779296875,29.690000534057617,53.27000045776367,2 Professionals,24 Other professionals,245 Writers and creative or performing artists
"2452 Sculptors, painters and related artists",2017,14.791338920593262,0.2640504539012909,4.05446720123291,0.2007773518562317,0.05848930403590202,0.32048797607421875,0.08778436481952667,0.02486855536699295,0.007816500961780548,0.1746169775724411,0.47424450516700745,63.779998779296875,54.689998626708984,84.80000305175781,54.400001525878906,49.0099983215332,59.22999954223633,37.06999969482422,36.5099983215332,32.529998779296875,29.690000534057617,52.97999954223633,2 Professionals,24 Other professionals,245 Writers and creative or performing artists
"2452 Sculptors, painters and related artists",2018,17.25597381591797,0.2641966640949249,4.644981384277344,0.21267198026180267,0.05851937457919121,0.3789559006690979,0.09227292239665985,0.059040047228336334,0.01082228496670723,0.19208924472332,0.6554734110832214,63.779998779296875,54.970001220703125,84.80000305175781,54.400001525878906,49.0099983215332,59.52000045776367,37.06999969482422,36.5099983215332,32.810001373291016,29.969999313354492,50.9900016784668,2 Professionals,24 Other professionals,245 Writers and creative or performing artists
"2452 Sculptors, painters and related artists",2019,22.372089385986328,0.26427337527275085,5.841683387756348,0.279436856508255,0.06314976513385773,0.4226738214492798,0.12426871061325073,0.08462385088205338,0.020934706553816795,0.22895547747612,0.7910584211349487,62.36000061035156,54.970001220703125,84.80000305175781,54.400001525878906,49.0099983215332,59.52000045776367,37.06999969482422,36.220001220703125,32.529998779296875,29.969999313354492,50.43000030517578,2 Professionals,24 Other professionals,245 Writers and creative or performing artists
