ssyk2012_4,year,daioe_allapps,daioe_stratgames,daioe_videogames,daioe_imgrec,daioe_imgcompr,daioe_imggen,daioe_readcompr,daioe_lngmod,daioe_translat,daioe_speechrec,daioe_genai,pctl_rank_allapps,pctl_rank_stratgames,pctl_rank_videogames,pctl_rank_imgrec,pctl_rank_imgcompr,pctl_rank_imggen,pctl_rank_readcompr,pctl_rank_lngmod,pctl_rank_translat,pctl_rank_speechrec,pctl_rank_genai,ssyk2012_1,ssyk2012_2,ssyk2012_3
2281 Pharmacists,2021,26.097793579101562,0.2595766484737396,4.1164398193359375,0.41666385531425476,0.1493390053510666,0.6149885058403015,0.20784322917461395,0.39563873410224915,0.038755111396312714,0.38400763273239136,1.8009237051010132,48.81999969482422,48.81999969482422,24.469999313354492,56.380001068115234,57.09000015258789,47.869998931884766,57.33000183105469,56.380001068115234,56.150001525878906,53.06999969482422,53.06999969482422,2 Occupations requiring advanced level of higher education,22 Occupations requiring advanced academic competence in health care,228 Specialists in health care not elsewhere classified
2281 Pharmacists,2022,28.501482009887695,0.2595767378807068,4.1284708976745605,0.43052685260772705,0.17030377686023712,0.6430237889289856,0.24647130072116852,0.7754011154174805,0.039515625685453415,0.4129332900047302,2.4150874614715576,49.7599983215332,48.81999969482422,24.469999313354492,56.380001068115234,57.09000015258789,47.869998931884766,57.33000183105469,56.380001068115234,56.150001525878906,53.06999969482422,53.54999923706055,2 Occupations requiring advanced level of higher education,22 Occupations requiring advanced academic competence in health care,228 Specialists in health care not elsewhere classified
2281 Pharmacists,2023,31.92844009399414,0.25957682728767395,4.13162899017334,0.4332844018936157,0.23212413489818573,0.6458601355552673,0.40334922075271606,1.005317211151123,0.03995809704065323,0.708555281162262,2.6989128589630127,51.18000030517578,48.81999969482422,24.469999313354492,56.380001068115234,57.09000015258789,47.869998931884766,57.33000183105469,56.380001068115234,56.150001525878906,53.06999969482422,54.4900016784668,2 Occupations requiring advanced level of higher education,22 Occupations requiring advanced academic competence in health care,228 Specialists in health care not elsewhere classified
2282 Dieticians,2010,0.2559220790863037,0.07967489957809448,,0.02501370757818222,,,,,,0.004285373724997044,,55.20000076293945,53.779998779296875,,53.310001373291016,,,,,,68.68000030517578,,2 Occupations requiring advanced level of higher education,22 Occupations requiring advanced academic competence in health care,228 Specialists in health care not elsewhere classified
2282 Dieticians,2011,0.42845648527145386,0.15855403244495392,,0.029782379046082497,,,,,,0.008570747449994087,,54.959999084472656,53.779998779296875,,53.310001373291016,,,,,,68.68000030517578,,2 Occupations requiring advanced level of higher education,22 Occupations requiring advanced academic competence in health care,228 Specialists in health care not elsewhere classified
2282 Dieticians,2012,0.6500966548919678,0.1713879555463791,,0.07657171040773392,,,,0.0005937589448876679,,0.022218655794858932,0.0005937589448876679,55.439998626708984,53.779998779296875,,53.310001373291016,,,,74.11000061035156,,68.68000030517578,74.11000061035156,2 Occupations requiring advanced level of higher education,22 Occupations requiring advanced academic competence in health care,228 Specialists in health care not elsewhere classified
2282 Dieticians,2013,2.711827039718628,0.18422186374664307,0.9884225726127625,0.10858477652072906,,,,0.001659465255215764,,0.03586656227707863,0.001659465255215764,9.34000015258789,53.779998779296875,3.6600000858306885,53.310001373291016,,,,74.11000061035156,,68.68000030517578,74.11000061035156,2 Occupations requiring advanced level of higher education,22 Occupations requiring advanced academic competence in health care,228 Specialists in health care not elsewhere classified
2282 Dieticians,2014,4.493263244628906,0.19705578684806824,1.576702356338501,0.14197708666324615,,,0.0035325854551047087,0.014382417313754559,,0.04575816169381142,0.014382417313754559,9.8100004196167,53.779998779296875,3.6600000858306885,53.310001373291016,,,72.22000122070312,74.11000061035156,,68.68000030517578,74.11000061035156,2 Occupations requiring advanced level of higher education,22 Occupations requiring advanced academic competence in health care,228 Specialists in health care not elsewhere classified
2282 Dieticians,2015,8.131464958190918,0.21104001998901367,2.1649820804595947,0.17957012355327606,,0.027531828731298447,0.005936127156019211,0.02604348585009575,0.0035994970239698887,0.24408023059368134,0.08941107243299484,16.899999618530273,53.779998779296875,3.6600000858306885,53.310001373291016,,69.38999938964844,72.22000122070312,74.11000061035156,71.75,68.68000030517578,71.27999877929688,2 Occupations requiring advanced level of higher education,22 Occupations requiring advanced academic competence in health care,228 Specialists in health care not elsewhere classified
2282 Dieticians,2016,13.298110961914062,0.26200515031814575,2.3320682048797607,0.18352894484996796,0.04966702312231064,0.356587678194046,0.1554460972547531,0.043289124965667725,0.010198837146162987,0.2764338552951813,0.5863748788833618,40.540000915527344,53.779998779296875,3.6600000858306885,53.310001373291016,62.290000915527344,69.38999938964844,72.22000122070312,74.11000061035156,71.75,68.68000030517578,71.75,2 Occupations requiring advanced level of higher education,22 Occupations requiring advanced academic competence in health care,228 Specialists in health care not elsewhere classified
2282 Dieticians,2017,13.857320785522461,0.26374778151512146,2.3471503257751465,0.20437322556972504,0.06852513551712036,0.35663825273513794,0.159694105386734,0.046337295323610306,0.014727696776390076,0.2878301739692688,0.5902588367462158,41.72999954223633,53.779998779296875,3.6600000858306885,53.310001373291016,62.290000915527344,69.38999938964844,72.22000122070312,74.11000061035156,71.75,68.68000030517578,71.75,2 Occupations requiring advanced level of higher education,22 Occupations requiring advanced academic competence in health care,228 Specialists in health care not elsewhere classified
2282 Dieticians,2018,16.27680206298828,0.26389384269714355,2.6890017986297607,0.21648088097572327,0.06856036186218262,0.42170119285583496,0.1678595244884491,0.11000863462686539,0.020391134545207024,0.31663063168525696,0.8477199077606201,42.90999984741211,53.779998779296875,3.6600000858306885,53.310001373291016,62.290000915527344,69.38999938964844,72.22000122070312,74.11000061035156,71.75,68.68000030517578,70.33000183105469,2 Occupations requiring advanced level of higher education,22 Occupations requiring advanced academic competence in health care,228 Specialists in health care not elsewhere classified
2282 Dieticians,2019,21.295021057128906,0.2639704644680023,3.3817784786224365,0.2844415009021759,0.073985256254673,0.4703504145145416,0.22606509923934937,0.15767864882946014,0.039444759488105774,0.37739914655685425,1.0403532981872559,44.560001373291016,53.779998779296875,3.6600000858306885,53.310001373291016,62.290000915527344,69.38999938964844,72.22000122070312,74.11000061035156,71.75,68.68000030517578,70.33000183105469,2 Occupations requiring advanced level of higher education,22 Occupations requiring advanced academic competence in health care,228 Specialists in health care not elsewhere classified
2282 Dieticians,2020,24.00641441345215,0.26400744915008545,3.403032064437866,0.34763026237487793,0.0878894031047821,0.5651639103889465,0.2291470468044281,0.3877728581428528,0.043592557311058044,0.42490383982658386,1.6606661081314087,49.7599983215332,53.779998779296875,3.6600000858306885,53.310001373291016,62.290000915527344,69.38999938964844,72.22000122070312,74.11000061035156,71.75,68.68000030517578,71.27999877929688,2 Occupations requiring advanced level of higher education,22 Occupations requiring advanced academic competence in health care,228 Specialists in health care not elsewhere classified
2282 Dieticians,2021,26.469697952270508,0.2640920877456665,3.4062726497650146,0.4110260605812073,0.15556927025318146,0.7272365093231201,0.2420341968536377,0.4654659330844879,0.045433253049850464,0.44852063059806824,2.12485933303833,51.18000030517578,53.779998779296875,3.6600000858306885,53.310001373291016,62.290000915527344,69.38999938964844,72.22000122070312,74.11000061035156,71.75,68.68000030517578,71.27999877929688,2 Occupations requiring advanced level of higher education,22 Occupations requiring advanced academic competence in health care,228 Specialists in health care not elsewhere classified
2282 Dieticians,2022,29.162723541259766,0.2640921473503113,3.4162282943725586,0.4247014820575714,0.17740868031978607,0.7603887915611267,0.28701671957969666,0.9122534990310669,0.04632481560111046,0.48230576515197754,2.848208427429199,54.02000045776367,53.779998779296875,3.6600000858306885,53.310001373291016,62.290000915527344,69.38999938964844,72.22000122070312,74.11000061035156,71.75,68.68000030517578,71.27999877929688,2 Occupations requiring advanced level of higher education,22 Occupations requiring advanced academic competence in health care,228 Specialists in health care not elsewhere classified
2282 Dieticians,2023,33.055992126464844,0.26409223675727844,3.4188413619995117,0.4274217188358307,0.24180811643600464,0.7637428045272827,0.4697015881538391,1.1827479600906372,0.04684353247284889,0.8275920152664185,3.182297945022583,55.66999816894531,53.779998779296875,3.6600000858306885,53.310001373291016,62.290000915527344,69.38999938964844,72.22000122070312,74.11000061035156,71.75,68.68000030517578,71.27999877929688,2 Occupations requiring advanced level of higher education,22 Occupations requiring advanced academic competence in health care,228 Specialists in health care not elsewhere classified
2283 Audiologists and speech therapists,2010,0.26117101311683655,0.08316730707883835,,0.023098936304450035,,,,,,0.005024759564548731,,59.93000030517578,64.18000030517578,,38.88999938964844,,,,,,87.12000274658203,,2 Occupations requiring advanced level of higher education,22 Occupations requiring advanced academic competence in health care,228 Specialists in health care not elsewhere classified
2283 Audiologists and speech therapists,2011,0.44095322489738464,0.16550397872924805,,0.027502572163939476,,,,,,0.010049519129097462,,61.349998474121094,64.18000030517578,,38.88999938964844,,,,,,87.12000274658203,,2 Occupations requiring advanced level of higher education,22 Occupations requiring advanced academic competence in health care,228 Specialists in health care not elsewhere classified
2283 Audiologists and speech therapists,2012,0.6646166443824768,0.17890045046806335,,0.07071023434400558,,,,0.0005285548395477235,,0.026052195578813553,0.0005285548395477235,60.63999938964844,64.18000030517578,,38.88999938964844,,,,60.16999816894531,,87.12000274658203,60.16999816894531,2 Occupations requiring advanced level of higher education,22 Occupations requiring advanced academic competence in health care,228 Specialists in health care not elsewhere classified
2283 Audiologists and speech therapists,2013,3.13201904296875,0.19229692220687866,1.2700185775756836,0.10027274489402771,,,,0.0014772298745810986,,0.04205486923456192,0.0014772298745810986,45.040000915527344,64.18000030517578,35.81999969482422,38.88999938964844,,,,60.16999816894531,,87.12000274658203,60.16999816894531,2 Occupations requiring advanced level of higher education,22 Occupations requiring advanced academic competence in health care,228 Specialists in health care not elsewhere classified
2283 Audiologists and speech therapists,2014,5.1783881187438965,0.20569339394569397,2.025895833969116,0.13110890984535217,,,0.003233138704672456,0.012803005054593086,,0.053653135895729065,0.012803005054593086,46.220001220703125,64.18000030517578,35.81999969482422,38.88999938964844,,,61.81999969482422,60.16999816894531,,87.12000274658203,60.16999816894531,2 Occupations requiring advanced level of higher education,22 Occupations requiring advanced academic competence in health care,228 Specialists in health care not elsewhere classified
2283 Audiologists and speech therapists,2015,9.252716064453125,0.22029060125350952,2.781773090362549,0.16582423448562622,,0.02341201901435852,0.005432939622551203,0.023183505982160568,0.0036391844041645527,0.2861931324005127,0.07777158915996552,57.79999923706055,64.18000030517578,35.81999969482422,38.88999938964844,,48.349998474121094,61.81999969482422,60.16999816894531,74.58999633789062,87.12000274658203,55.439998626708984,2 Occupations requiring advanced level of higher education,22 Occupations requiring advanced academic competence in health care,228 Specialists in health care not elsewhere classified
2283 Audiologists and speech therapists,2016,14.371837615966797,0.27348968386650085,2.9964611530303955,0.16948001086711884,0.04436992108821869,0.3032286465167999,0.14226940274238586,0.03853530436754227,0.010311286896467209,0.3241289258003235,0.5040117502212524,62.77000045776367,64.18000030517578,35.81999969482422,38.88999938964844,47.400001525878906,48.349998474121094,61.81999969482422,60.16999816894531,74.58999633789062,87.12000274658203,52.36000061035156,2 Occupations requiring advanced level of higher education,22 Occupations requiring advanced academic competence in health care,228 Specialists in health care not elsewhere classified
2283 Audiologists and speech therapists,2017,14.940587043762207,0.2753087282180786,3.0158400535583496,0.1887286901473999,0.061216771602630615,0.30327165126800537,0.14615732431411743,0.041248735040426254,0.014890080317854881,0.33749154210090637,0.5074512958526611,62.77000045776367,64.18000030517578,35.81999969482422,38.88999938964844,47.400001525878906,48.349998474121094,61.81999969482422,60.16999816894531,74.58999633789062,87.12000274658203,52.36000061035156,2 Occupations requiring advanced level of higher education,22 Occupations requiring advanced academic competence in health care,228 Specialists in health care not elsewhere classified
2283 Audiologists and speech therapists,2018,17.512771606445312,0.27546119689941406,3.455083131790161,0.1999095231294632,0.06124824285507202,0.3585987091064453,0.1536305844783783,0.09792796522378922,0.020615961402654648,0.3712611496448517,0.7314461469650269,62.77000045776367,64.18000030517578,35.81999969482422,38.88999938964844,47.400001525878906,48.349998474121094,61.81999969482422,60.16999816894531,74.58999633789062,87.12000274658203,53.06999969482422,2 Occupations requiring advanced level of higher education,22 Occupations requiring advanced academic competence in health care,228 Specialists in health care not elsewhere classified
2283 Audiologists and speech therapists,2019,22.876705169677734,0.27554115653038025,4.3452277183532715,0.26266783475875854,0.06609455496072769,0.3999681770801544,0.20690225064754486,0.14036305248737335,0.03987966477870941,0.44251447916030884,0.8990412354469299,63.2400016784668,64.18000030517578,35.81999969482422,38.88999938964844,47.400001525878906,48.349998474121094,61.81999969482422,60.16999816894531,74.58999633789062,87.12000274658203,53.54999923706055,2 Occupations requiring advanced level of higher education,22 Occupations requiring advanced academic competence in health care,228 Specialists in health care not elsewhere classified
2283 Audiologists and speech therapists,2020,25.482168197631836,0.2755797803401947,4.3725361824035645,0.32101956009864807,0.07851579785346985,0.4805939495563507,0.20972295105457306,0.3451893925666809,0.0440731942653656,0.4982154667377472,1.4414870738983154,62.529998779296875,64.18000030517578,35.81999969482422,38.88999938964844,47.400001525878906,48.349998474121094,61.81999969482422,60.16999816894531,74.58999633789062,87.12000274658203,54.2599983215332,2 Occupations requiring advanced level of higher education,22 Occupations requiring advanced academic competence in health care,228 Specialists in health care not elsewhere classified
2283 Audiologists and speech therapists,2021,27.773714065551758,0.27566811442375183,4.376700401306152,0.37956249713897705,0.13897745311260223,0.6184144020080566,0.22151769697666168,0.4143505394458771,0.04593418538570404,0.525907039642334,1.8437139987945557,61.58000183105469,64.18000030517578,35.81999969482422,38.88999938964844,47.400001525878906,48.349998474121094,61.81999969482422,60.16999816894531,74.58999633789062,87.12000274658203,54.2599983215332,2 Occupations requiring advanced level of higher education,22 Occupations requiring advanced academic competence in health care,228 Specialists in health care not elsewhere classified
2283 Audiologists and speech therapists,2022,30.31917381286621,0.275668203830719,4.389492034912109,0.392191082239151,0.15848764777183533,0.6466058492660522,0.26268720626831055,0.8120737671852112,0.046835578978061676,0.5655213594436646,2.4813878536224365,60.16999816894531,64.18000030517578,35.81999969482422,38.88999938964844,47.400001525878906,48.349998474121094,61.81999969482422,60.16999816894531,74.58999633789062,87.12000274658203,55.90999984741211,2 Occupations requiring advanced level of higher education,22 Occupations requiring advanced academic competence in health care,228 Specialists in health care not elsewhere classified
2283 Audiologists and speech therapists,2023,34.16082000732422,0.27566829323768616,4.392849445343018,0.39470309019088745,0.21601873636245728,0.6494579315185547,0.42988643050193787,1.0528638362884521,0.04736001417040825,0.9703822731971741,2.777437686920166,61.58000183105469,64.18000030517578,35.81999969482422,38.88999938964844,47.400001525878906,48.349998474121094,61.81999969482422,60.16999816894531,74.58999633789062,87.12000274658203,56.380001068115234,2 Occupations requiring advanced level of higher education,22 Occupations requiring advanced academic competence in health care,228 Specialists in health care not elsewhere classified
2284 Opticians,2010,0.28568390011787415,0.09602254629135132,,0.027924854308366776,,,,,,0.0033075930550694466,,75.7699966430664,85.22000122070312,,71.98999786376953,,,,,,45.27000045776367,,2 Occupations requiring advanced level of higher education,22 Occupations requiring advanced academic competence in health care,228 Specialists in health care not elsewhere classified
2284 Opticians,2011,0.47822827100753784,0.1910860538482666,,0.03324851393699646,,,,,,0.006615186110138893,,77.19000244140625,85.22000122070312,,71.98999786376953,,,,,,45.27000045776367,,2 Occupations requiring advanced level of higher education,22 Occupations requiring advanced academic competence in health care,228 Specialists in health care not elsewhere classified
2284 Opticians,2012,0.7061753273010254,0.20655323565006256,,0.08548328280448914,,,,0.0004790328093804419,,0.017149092629551888,0.0004790328093804419,72.93000030517578,85.22000122070312,,71.98999786376953,,,,54.959999084472656,,45.27000045776367,54.959999084472656,2 Occupations requiring advanced level of higher education,22 Occupations requiring advanced academic competence in health care,228 Specialists in health care not elsewhere classified
2284 Opticians,2013,3.5959646701812744,0.22202041745185852,1.573938012123108,0.1212221086025238,,,,0.0013388236984610558,,0.027682999148964882,0.0013388236984610558,85.22000122070312,85.22000122070312,76.4800033569336,71.98999786376953,,,,54.959999084472656,,45.27000045776367,54.959999084472656,2 Occupations requiring advanced level of higher education,22 Occupations requiring advanced academic competence in health care,228 Specialists in health care not elsewhere classified
2284 Opticians,2014,5.935737609863281,0.2374875843524933,2.5106992721557617,0.15850067138671875,,,0.0030949863139539957,0.01160344947129488,,0.035317663103342056,0.01160344947129488,85.45999908447266,85.22000122070312,76.4800033569336,71.98999786376953,,,58.040000915527344,54.959999084472656,,45.27000045776367,54.959999084472656,2 Occupations requiring advanced level of higher education,22 Occupations requiring advanced academic competence in health care,228 Specialists in health care not elsewhere classified
2284 Opticians,2015,10.115033149719238,0.25434109568595886,3.447460651397705,0.20046886801719666,,0.024543773382902145,0.005200789775699377,0.021011365577578545,0.002600432140752673,0.18838918209075928,0.07594630867242813,81.91000366210938,85.22000122070312,76.4800033569336,71.98999786376953,,53.310001373291016,58.040000915527344,54.959999084472656,48.81999969482422,45.27000045776367,53.310001373291016,2 Occupations requiring advanced level of higher education,22 Occupations requiring advanced academic competence in health care,228 Specialists in health care not elsewhere classified
2284 Opticians,2016,15.412962913513184,0.3157632052898407,3.713524103164673,0.20488841831684113,0.04974309355020523,0.3178868591785431,0.1361902505159378,0.03492480143904686,0.007368078455328941,0.2133607715368271,0.5109747052192688,76.70999908447266,85.22000122070312,76.4800033569336,71.98999786376953,63.2400016784668,53.310001373291016,58.040000915527344,54.959999084472656,48.81999969482422,45.27000045776367,52.84000015258789,2 Occupations requiring advanced level of higher education,22 Occupations requiring advanced academic competence in health care,228 Specialists in health care not elsewhere classified
2284 Opticians,2017,15.989156723022461,0.317863404750824,3.7375404834747314,0.2281585931777954,0.06863009184598923,0.3179319500923157,0.13991203904151917,0.03738400340080261,0.010639921762049198,0.2221568375825882,0.5141448974609375,75.7699966430664,85.22000122070312,76.4800033569336,71.98999786376953,63.2400016784668,53.310001373291016,58.040000915527344,54.959999084472656,48.81999969482422,45.27000045776367,52.84000015258789,2 Occupations requiring advanced level of higher education,22 Occupations requiring advanced academic competence in health care,228 Specialists in health care not elsewhere classified
2284 Opticians,2018,18.673498153686523,0.3180394470691681,4.281895637512207,0.24167537689208984,0.06866537034511566,0.37593355774879456,0.14706596732139587,0.08875278383493423,0.014731432311236858,0.2443859875202179,0.732684314250946,75.30000305175781,85.22000122070312,76.4800033569336,71.98999786376953,63.2400016784668,53.310001373291016,58.040000915527344,54.959999084472656,48.81999969482422,45.27000045776367,53.310001373291016,2 Occupations requiring advanced level of higher education,22 Occupations requiring advanced academic competence in health care,228 Specialists in health care not elsewhere classified
2284 Opticians,2019,24.30538558959961,0.31813177466392517,5.385055065155029,0.31754541397094727,0.07409857213497162,0.4193028211593628,0.19806133210659027,0.12721200287342072,0.02849658951163292,0.2912891209125519,0.8961938619613647,75.30000305175781,85.22000122070312,76.4800033569336,71.98999786376953,63.2400016784668,53.310001373291016,58.040000915527344,54.959999084472656,48.81999969482422,45.27000045776367,52.84000015258789,2 Occupations requiring advanced level of higher education,22 Occupations requiring advanced academic competence in health care,228 Specialists in health care not elsewhere classified
2284 Opticians,2020,26.84627914428711,0.31817635893821716,5.418898582458496,0.388088196516037,0.08802402019500732,0.5038260817527771,0.20076149702072144,0.31284746527671814,0.031493134796619415,0.32795482873916626,1.416876196861267,73.16999816894531,85.22000122070312,76.4800033569336,71.98999786376953,63.2400016784668,53.310001373291016,58.040000915527344,54.959999084472656,48.81999969482422,45.27000045776367,53.310001373291016,2 Occupations requiring advanced level of higher education,22 Occupations requiring advanced academic competence in health care,228 Specialists in health care not elsewhere classified
2284 Opticians,2021,29.14613914489746,0.31827834248542786,5.4240593910217285,0.4588621258735657,0.15580756962299347,0.6483088731765747,0.21205227077007294,0.3755286931991577,0.03282293304800987,0.34618303179740906,1.814370036125183,71.04000091552734,85.22000122070312,76.4800033569336,71.98999786376953,63.2400016784668,53.310001373291016,58.040000915527344,54.959999084472656,48.81999969482422,45.27000045776367,53.310001373291016,2 Occupations requiring advanced level of higher education,22 Occupations requiring advanced academic competence in health care,228 Specialists in health care not elsewhere classified
2284 Opticians,2022,31.565269470214844,0.3182784616947174,5.43991231918335,0.4741291403770447,0.17768043279647827,0.6778631210327148,0.25146257877349854,0.7359880208969116,0.033467039465904236,0.3722595274448395,2.410811185836792,69.86000061035156,85.22000122070312,76.4800033569336,71.98999786376953,63.2400016784668,53.310001373291016,58.040000915527344,54.959999084472656,48.81999969482422,45.27000045776367,53.310001373291016,2 Occupations requiring advanced level of higher education,22 Occupations requiring advanced academic competence in health care,228 Specialists in health care not elsewhere classified
2284 Opticians,2023,34.919254302978516,0.31827855110168457,5.44407320022583,0.47716596722602844,0.2421785145998001,0.6808530688285828,0.4115173816680908,0.9542176127433777,0.033841781318187714,0.6387628316879272,2.683119058609009,67.48999786376953,85.22000122070312,76.4800033569336,71.98999786376953,63.2400016784668,53.310001373291016,58.040000915527344,54.959999084472656,48.81999969482422,45.27000045776367,53.310001373291016,2 Occupations requiring advanced level of higher education,22 Occupations requiring advanced academic competence in health care,228 Specialists in health care not elsewhere classified
2289 Health professionals not elsewhere classified,2010,0.2593858540058136,0.0862058624625206,,0.023567840456962585,,,,,,0.0038882179651409388,,58.27000045776367,69.38999938964844,,42.43000030517578,,,,,,56.619998931884766,,2 Occupations requiring advanced level of higher education,22 Occupations requiring advanced academic competence in health care,228 Specialists in health care not elsewhere classified
2289 Health professionals not elsewhere classified,2011,0.4369611442089081,0.17155073583126068,,0.02806086838245392,,,,,,0.0077764359302818775,,59.689998626708984,69.38999938964844,,42.66999816894531,,,,,,56.619998931884766,,2 Occupations requiring advanced level of higher education,22 Occupations requiring advanced academic competence in health care,228 Specialists in health care not elsewhere classified
2289 Health professionals not elsewhere classified,2012,0.6503432989120483,0.1854366511106491,,0.07214563339948654,,,,0.000530270510353148,,0.020159495994448662,0.000530270510353148,56.150001525878906,68.91000366210938,,42.20000076293945,,,,60.63999938964844,,57.09000015258789,60.869998931884766,2 Occupations requiring advanced level of higher education,22 Occupations requiring advanced academic competence in health care,228 Specialists in health care not elsewhere classified
2289 Health professionals not elsewhere classified,2013,3.1096858978271484,0.19932256639003754,1.290461540222168,0.1023082509636879,,,,0.00148202502168715,,0.03254255652427673,0.00148202502168715,41.4900016784668,69.1500015258789,39.36000061035156,42.66999816894531,,,,60.63999938964844,,56.86000061035156,60.400001525878906,2 Occupations requiring advanced level of higher education,22 Occupations requiring advanced academic competence in health care,228 Specialists in health care not elsewhere classified
2289 Health professionals not elsewhere classified,2014,5.152602672576904,0.21320848166942596,2.0585060119628906,0.13377037644386292,,,0.003377403598278761,0.012844563461840153,,0.04151742905378342,0.012844563461840153,42.66999816894531,69.1500015258789,39.599998474121094,42.43000030517578,,,67.48999786376953,60.869998931884766,,57.09000015258789,60.400001525878906,2 Occupations requiring advanced level of higher education,22 Occupations requiring advanced academic competence in health care,228 Specialists in health care not elsewhere classified
2289 Health professionals not elsewhere classified,2015,9.040484428405762,0.22833901643753052,2.8265504837036133,0.1691904217004776,,0.02440316416323185,0.00567536149173975,0.023258758708834648,0.003187754424288869,0.22145959734916687,0.07950793206691742,48.81999969482422,69.1500015258789,39.130001068115234,42.43000030517578,,52.599998474121094,67.48999786376953,60.63999938964844,59.220001220703125,56.619998931884766,57.79999923706055,2 Occupations requiring advanced level of higher education,22 Occupations requiring advanced academic competence in health care,228 Specialists in health care not elsewhere classified
2289 Health professionals not elsewhere classified,2016,14.163992881774902,0.28348177671432495,3.044694185256958,0.17292040586471558,0.045417964458465576,0.3160657584667206,0.14861756563186646,0.03866038843989372,0.009032201953232288,0.2508147656917572,0.5204604864120483,59.220001220703125,69.38999938964844,39.599998474121094,42.43000030517578,50.0,52.599998474121094,67.0199966430664,60.400001525878906,58.97999954223633,57.09000015258789,54.2599983215332,2 Occupations requiring advanced level of higher education,22 Occupations requiring advanced academic competence in health care,228 Specialists in health care not elsewhere classified
2289 Health professionals not elsewhere classified,2017,14.714618682861328,0.2853672504425049,3.064385175704956,0.19255982339382172,0.0626627504825592,0.3161105811595917,0.1526789665222168,0.041382625699043274,0.013043009676039219,0.2611549198627472,0.5239253640174866,60.16999816894531,69.38999938964844,39.599998474121094,42.43000030517578,50.0,52.84000015258789,67.26000213623047,60.400001525878906,59.459999084472656,57.09000015258789,54.72999954223633,2 Occupations requiring advanced level of higher education,22 Occupations requiring advanced academic competence in health care,228 Specialists in health care not elsewhere classified
2289 Health professionals not elsewhere classified,2018,17.243234634399414,0.28552529215812683,3.5106985569000244,0.2039676308631897,0.0626949667930603,0.37377992272377014,0.16048568487167358,0.09824584424495697,0.01805861108005047,0.2872862219810486,0.7528529763221741,59.689998626708984,69.38999938964844,39.599998474121094,42.43000030517578,50.470001220703125,52.599998474121094,67.26000213623047,60.400001525878906,58.97999954223633,57.09000015258789,55.439998626708984,2 Occupations requiring advanced level of higher education,22 Occupations requiring advanced academic competence in health care,228 Specialists in health care not elsewhere classified
2289 Health professionals not elsewhere classified,2019,22.50901222229004,0.285608172416687,4.4151716232299805,0.26799991726875305,0.06765574961900711,0.41690072417259216,0.21613436937332153,0.14081868529319763,0.034932710230350494,0.3424229025840759,0.9241377711296082,60.400001525878906,69.38999938964844,39.130001068115234,42.66999816894531,50.2400016784668,52.84000015258789,67.48999786376953,60.869998931884766,59.220001220703125,56.86000061035156,55.66999816894531,2 Occupations requiring advanced level of higher education,22 Occupations requiring advanced academic competence in health care,228 Specialists in health care not elsewhere classified
2289 Health professionals not elsewhere classified,2020,25.05030632019043,0.2856481969356537,4.442919731140137,0.3275361657142639,0.08037038892507553,0.5009397864341736,0.21908093988895416,0.3463098406791687,0.03860604390501976,0.3855249881744385,1.476184368133545,58.27000045776367,69.38999938964844,39.130001068115234,42.43000030517578,50.0,52.599998474121094,67.0199966430664,60.400001525878906,59.220001220703125,56.619998931884766,56.619998931884766,2 Occupations requiring advanced level of higher education,22 Occupations requiring advanced academic competence in health care,228 Specialists in health care not elsewhere classified
2289 Health professionals not elsewhere classified,2021,27.322046279907227,0.2857397794723511,4.447150707244873,0.38726750016212463,0.14226019382476807,0.6445948481559753,0.2314019799232483,0.4156954884529114,0.04023618623614311,0.40695303678512573,1.8886659145355225,57.33000183105469,68.91000366210938,39.36000061035156,42.66999816894531,50.2400016784668,52.36000061035156,67.48999786376953,60.869998931884766,59.220001220703125,56.86000061035156,56.619998931884766,2 Occupations requiring advanced level of higher education,22 Occupations requiring advanced academic competence in health care,228 Specialists in health care not elsewhere classified
2289 Health professionals not elsewhere classified,2022,29.824186325073242,0.28573986887931824,4.460148811340332,0.40015244483947754,0.1622312366962433,0.6739797592163086,0.2744084894657135,0.8147097826004028,0.04102576524019241,0.437607079744339,2.533374786376953,57.79999923706055,69.38999938964844,39.130001068115234,42.66999816894531,50.0,52.84000015258789,67.48999786376953,60.400001525878906,59.220001220703125,56.86000061035156,57.79999923706055,2 Occupations requiring advanced level of higher education,22 Occupations requiring advanced academic competence in health care,228 Specialists in health care not elsewhere classified
2289 Health professionals not elsewhere classified,2023,33.42035675048828,0.2857399582862854,4.463560104370117,0.40271544456481934,0.22112125158309937,0.676952600479126,0.44906824827194214,1.0562814474105835,0.04148514196276665,0.750893235206604,2.8314530849456787,57.79999923706055,68.91000366210938,39.36000061035156,42.66999816894531,50.470001220703125,52.84000015258789,67.48999786376953,60.400001525878906,59.459999084472656,56.86000061035156,58.5099983215332,2 Occupations requiring advanced level of higher education,22 Occupations requiring advanced academic competence in health care,228 Specialists in health care not elsewhere classified
2311 Professors,2010,0.2789710462093353,0.08241838961839676,,0.027352439239621162,,,,,,0.005750969052314758,,71.27999877929688,62.290000915527344,,69.62000274658203,,,,,,96.56999969482422,,2 Occupations requiring advanced level of higher education,23 Occupations requiring advanced academic competence in education,231 University and higher education teachers
